,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
0,0,0,POL1JB_W92,"{1.0: 'Approve', 2.0: 'Disapprove', 99.0: 'Refused'}",Do you approve or disapprove of the way Joe Biden is handling his job as president?,"['Approve', 'Disapprove', 'Refused']","[1.0, 2.0]"
1,1,1,LIFEFIFTY_W92,"{1.0: 'Better', 2.0: 'Worse', 3.0: 'About the same', 99.0: 'Refused'}","In general, would you say life in America today is better, worse, or about the same as it was 50 years ago for people like you?","['Better', 'Worse', 'About the same', 'Refused']","[1.0, 2.0, 1.5]"
2,2,2,BIGHOUSES_W92,"{1.0: 'Larger and farther apart, but schools, stores, and restaurants are several miles away', 2.0: 'Smaller and closer to each other, but schools, stores, and restaurants are within walking distance', 99.0: 'Refused'}",Would you prefer to live in a community where the houses are,"['Larger and farther apart, but schools, stores, and restaurants are several miles away', 'Smaller and closer to each other, but schools, stores, and restaurants are within walking distance', 'Refused']","[1.0, 2.0]"
3,3,3,INSTN_CHR_W92,"{1.0: 'Positive effect', 2.0: 'Negative effect', 99.0: 'Refused'}",Are churches and religious organizations having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']","[1.0, 2.0]"
4,4,4,INSTN_CLGS_W92,"{1.0: 'Positive effect', 2.0: 'Negative effect', 99.0: 'Refused'}",Are colleges and universities having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']","[1.0, 2.0]"
5,5,5,INSTN_LGECRP_W92,"{1.0: 'Positive effect', 2.0: 'Negative effect', 99.0: 'Refused'}",Are large corporations having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']","[1.0, 2.0]"
6,6,6,INSTN_MSCENT_W92,"{1.0: 'Positive effect', 2.0: 'Negative effect', 99.0: 'Refused'}",Is the entertainment industry having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']","[1.0, 2.0]"
7,7,7,INSTN_LBRUN_W92,"{1.0: 'Positive effect', 2.0: 'Negative effect', 99.0: 'Refused'}",Are labor unions having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']","[1.0, 2.0]"
8,8,8,INSTN_K12_W92,"{1.0: 'Positive effect', 2.0: 'Negative effect', 99.0: 'Refused'}",Are k-12 public schools having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']","[1.0, 2.0]"
9,9,9,INSTN_BNKS_W92,"{1.0: 'Positive effect', 2.0: 'Negative effect', 99.0: 'Refused'}",Are banks and other financial institutions having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']","[1.0, 2.0]"
