,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
0,0,0,SCI1_W34,"{1.0: 'Easier', 2.0: 'More difficult', 99.0: 'Refused'}","Overall, do you think science has made life easier or more difficult for most people?","['Easier', 'More difficult', 'Refused']","[1.0, 2.0]"
1,1,1,SCI2A_W34,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 99.0: 'Refused'}",Do you think science has had a mostly positive or mostly negative effect on the quality of food in the U.S.?,"['Mostly positive', 'Mostly negative', 'Refused']","[1.0, 2.0]"
2,2,2,SCI2B_W34,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 99.0: 'Refused'}",Do you think science has had a mostly positive or mostly negative effect on the quality of Health care in the U.S.?,"['Mostly positive', 'Mostly negative', 'Refused']","[1.0, 2.0]"
3,3,3,SCI2C_W34,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 99.0: 'Refused'}",Do you think science has had a mostly positive or mostly negative effect on the quality of the environment in the U.S.?,"['Mostly positive', 'Mostly negative', 'Refused']","[1.0, 2.0]"
4,4,4,SCI3A_W34,"{1.0: 'Government investments usually pay off in the long run', 2.0: ""Government investments aren't worth it"", 99.0: 'Refused'}","In your opinion, do you think government investments in basic scientific research usually pay off in the long run, or are they not worth it?","['Government investments usually pay off in the long run', ""Government investments aren't worth it"", 'Refused']","[1.0, 2.0]"
5,5,5,SCI3B_W34,"{1.0: 'Government investments usually pay off in the long run', 2.0: ""Government investments aren't worth it"", 99.0: 'Refused'}","In your opinion, do you think government investments in engineering and technology usually pay off in the long run, or are they not worth it?","['Government investments usually pay off in the long run', ""Government investments aren't worth it"", 'Refused']","[1.0, 2.0]"
6,6,6,SCI3C_W34,"{1.0: 'Government investments usually pay off in the long run', 2.0: ""Government investments aren't worth it"", 99.0: 'Refused'}","In your opinion, do you think government investments in medical research usually pay off in the long run, or are they not worth it?","['Government investments usually pay off in the long run', ""Government investments aren't worth it"", 'Refused']","[1.0, 2.0]"
7,7,7,SCI4_W34,"{1.0: 'Government investment in research is essential for scientific progress', 2.0: 'Private investment will ensure that enough scientific progress is made, even without government investment', 99.0: 'Refused'}","Which statement comes closer to your view, even if neither is exactly right?","['Government investment in research is essential for scientific progress', 'Private investment will ensure that enough scientific progress is made, even without government investment', 'Refused']","[1.0, 2.0]"
8,8,8,SCI5_W34,"{1.0: 'Favor', 2.0: 'Oppose', 99.0: 'Refused'}","All in all, do you favor or oppose the use of animals in scientific research?","['Favor', 'Oppose', 'Refused']","[1.0, 2.0]"
9,9,9,EAT1_W34,"{1.0: 'All of the time', 2.0: 'More than half of the time', 3.0: 'About half of the time', 4.0: 'Less than half of the time', 5.0: 'Never', 99.0: 'Refused'}",How often do you choose foods to eat because they are healthy and nutritious?,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]"
