,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
0,0,0,NEWS_PLATFORMg_W45,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Hardly ever', 4.0: 'Never', 99.0: 'Refused'}","Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
1,1,1,NEWS_PLATFORMh_W45,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Hardly ever', 4.0: 'Never', 99.0: 'Refused'}","Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a news website or app","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
2,2,2,NEWSPREFV2_W45,"{1.0: 'A print newspaper', 2.0: 'Radio', 3.0: 'Television', 4.0: 'A social media site (such as Facebook, Twitter or Snapchat)', 5.0: 'A news website or app', 99.0: 'Refused'}",Which of the following would you say you prefer for getting news?,"['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']","[1, 1, 1, 1, 1]"
3,3,3,SOURCESKEPa_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}",How much do you trust the accuracy of the news and information that you get from your main news outlets,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
4,4,4,SOURCESKEPb_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}",How much do you trust the accuracy of the news and information that you get from news outlets you don't come across often,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
5,5,5,SOURCESKEPc_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}",How much do you trust the accuracy of the news and information that you get from political leaders and public officials,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
6,6,6,SOURCESKEPd_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}",How much do you trust the accuracy of the news and information that you get from friends and family,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
7,7,7,SOURCESKEPe_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}","How much do you trust the accuracy of the news and information that you get from Social media sites (such as Facebook, Twitter or Snapchat)","['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
8,8,8,INFOCONFUSEa_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}",How much do you think the following type of news and information leaves Americans confused about the basic facts of current issues and events? Made-up information that is intended to mislead the public,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
9,9,9,INFOCONFUSEb_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}",How much do you think the following type of news and information leaves Americans confused about the basic facts of current issues and events? Satire about an issue or event,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
10,10,10,INFOCONFUSEc_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}",How much do you think the following type of news and information leaves Americans confused about the basic facts of current issues and events? Breaking information that is published before everything is verified,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
11,11,11,INFOCONFUSEd_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}",How much do you think the following type of news and information leaves Americans confused about the basic facts of current issues and events? Factual information presented to favor one side of an issue,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
12,12,12,INFOCONFUSEe_W45,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}",How much do you think the following type of news and information leaves Americans confused about the basic facts of current issues and events? A video or image that is altered or made up to mislead the public,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
13,13,13,INFOKNOWa_W45,"{1.0: 'The average American should be able to recognize it', 2.0: 'It is too much to ask of the average American to be able to recognize it', 99.0: 'Refused'}",How do you feel about the average American's ability to recognize the following type of news and information? Made-up information that is intended to mislead the public,"['The average American should be able to recognize it', 'It is too much to ask of the average American to be able to recognize it', 'Refused']","[1.0, 2.0]"
14,14,14,INFOKNOWb_W45,"{1.0: 'The average American should be able to recognize it', 2.0: 'It is too much to ask of the average American to be able to recognize it', 99.0: 'Refused'}",How do you feel about the average American's ability to recognize the following type of news and information? Satire about an issue or event,"['The average American should be able to recognize it', 'It is too much to ask of the average American to be able to recognize it', 'Refused']","[1.0, 2.0]"
15,15,15,INFOKNOWc_W45,"{1.0: 'The average American should be able to recognize it', 2.0: 'It is too much to ask of the average American to be able to recognize it', 99.0: 'Refused'}",How do you feel about the average American's ability to recognize the following type of news and information? Breaking information that is published before everything is verified,"['The average American should be able to recognize it', 'It is too much to ask of the average American to be able to recognize it', 'Refused']","[1.0, 2.0]"
16,16,16,INFOKNOWd_W45,"{1.0: 'The average American should be able to recognize it', 2.0: 'It is too much to ask of the average American to be able to recognize it', 99.0: 'Refused'}",How do you feel about the average American's ability to recognize the following type of news and information? Factual information presented to favor one side of an issue,"['The average American should be able to recognize it', 'It is too much to ask of the average American to be able to recognize it', 'Refused']","[1.0, 2.0]"
