,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
0,0,0,SOCMEDIAUSEa_W49,"{1.0: 'Yes, use this', 2.0: 'No, do not use this', 99.0: 'Refused'}",Do you use facebook?,"['Yes, use this', 'No, do not use this', 'Refused']","[1.0, 2.0]"
1,1,1,SOCMEDIAUSEb_W49,"{1.0: 'Yes, use this', 2.0: 'No, do not use this', 99.0: 'Refused'}",Do you use instagram?,"['Yes, use this', 'No, do not use this', 'Refused']","[1.0, 2.0]"
2,2,2,SOCMEDIAUSEc_W49,"{1.0: 'Yes, use this', 2.0: 'No, do not use this', 99.0: 'Refused'}",Do you use twitter?,"['Yes, use this', 'No, do not use this', 'Refused']","[1.0, 2.0]"
3,3,3,SOCMEDIAUSEd_W49,"{1.0: 'Yes, use this', 2.0: 'No, do not use this', 99.0: 'Refused'}",Do you use any other social media sites?,"['Yes, use this', 'No, do not use this', 'Refused']","[1.0, 2.0]"
4,4,4,ELECTFTGSNSINT_W49,"{1.0: 'I like seeing lots of political posts and discussions on social media', 2.0: 'I am worn out by how many political posts and discussions I see on social media', 3.0: ""I don't feel strongly about these posts one way or the other"", 99.0: 'Refused'}","Thinking about the posts and discussions you see on social media about politics and the 2020 election, which comes closer to your view?","['I like seeing lots of political posts and discussions on social media', 'I am worn out by how many political posts and discussions I see on social media', ""I don't feel strongly about these posts one way or the other"", 'Refused']","[1.0, 2.0, 1.5]"
5,5,5,TALKDISASNSINT_W49,"{1.0: 'Interesting and informative', 2.0: 'Stressful and frustrating', 99.0: 'Refused'}","In your experience, when you talk about politics with people on social media who you disagree with, do you generally find it to be","['Interesting and informative', 'Stressful and frustrating', 'Refused']","[1.0, 2.0]"
6,6,6,TALKCMNSNSINT_W49,"{1.0: 'You have more in common politically than you thought', 2.0: 'You have less in common politically than you thought', 99.0: 'Refused'}","In your experience, when you talk about politics with people on social media who you disagree with, do you generally find that","['You have more in common politically than you thought', 'You have less in common politically than you thought', 'Refused']","[1.0, 2.0]"
7,7,7,SECUR1_W49,"{1.0: 'More secure', 2.0: 'Less secure', 3.0: 'About the same', 99.0: 'Refused'}","On a different topic, compared with five years ago, do you feel your personal information is","['More secure', 'Less secure', 'About the same', 'Refused']","[1.0, 2.0, 1.5]"
8,8,8,PRIVACYNEWS1_W49,"{1.0: 'Very closely', 2.0: 'Somewhat closely', 3.0: 'Not too closely', 4.0: 'Not at all closely', 99.0: 'Refused'}","How closely, if at all, do you follow news about privacy issues?","['Very closely', 'Somewhat closely', 'Not too closely', 'Not at all closely', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
9,9,9,HOMEASSIST1_W49,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}","Do you have a voice-controlled smart speaker in your home, such as an Amazon Echo or a Google Home?","['Yes', 'No', 'Refused']","[1.0, 2.0]"
10,10,10,HOMEASSIST2_W49,"{1.0: 'Very concerned', 2.0: 'Somewhat concerned', 3.0: 'Not too concerned', 4.0: 'Not concerned at all', 99.0: 'Refused'}","How concerned are you, if at all, about how much data your smart speaker collects about you?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not concerned at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
11,11,11,HOMEASSIST3_W49,"{1.0: 'Yes, frequently', 2.0: 'Yes, on occasion', 3.0: 'No', 99.0: 'Refused'}","Do you ever say ""please"" when speaking to your smart speaker?","['Yes, frequently', 'Yes, on occasion', 'No', 'Refused']","[1.0, 2.0, 3.0]"
12,12,12,HOMEASSIST4_W49,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not important at all', 99.0: 'Refused'}",How important is it that your smart speaker takes your personal interests and preferences into account when responding to your questions or commands?,"['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
13,13,13,HOMEASSIST5a_W49,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}",Would you like your smart speaker to do a better job of taking your interests and preferences into account in the future?,"['Yes', 'No', 'Refused']","[1.0, 2.0]"
14,14,14,HOMEASSIST5b_W49,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}","Would you like your smart speaker to do a better job of taking your interests and preferences into account in the future, even if that meant it would need to collect more personal information about you?","['Yes', 'No', 'Refused']","[1.0, 2.0]"
15,15,15,HOMEIOT_W49,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}","Do you have other connected items in your home that you can control from your phone, such as smart lighting or a connected thermostat or alarm system?","['Yes', 'No', 'Refused']","[1.0, 2.0]"
16,16,16,FITTRACK_W49,"{1.0: 'Yes, wear this', 2.0: 'No, do not wear this', 99.0: 'Refused'}",Do you regularly wear a smart watch or a wearable fitness tracker?,"['Yes, wear this', 'No, do not wear this', 'Refused']","[1.0, 2.0]"
