,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
0,0,0,SATLIFEA_W32,"{1.0: 'Very satisfied', 2.0: 'Somewhat satisfied', 3.0: 'Somewhat dissatisfied', 4.0: 'Very dissatisfied', 99.0: 'Refused'}",Please tell us whether you are satisfied or dissatisfied with your family life.,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
1,1,1,SATLIFEB_W32,"{1.0: 'Very satisfied', 2.0: 'Somewhat satisfied', 3.0: 'Somewhat dissatisfied', 4.0: 'Very dissatisfied', 99.0: 'Refused'}",Please tell us whether you are satisfied or dissatisfied with your social life.,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
2,2,2,SATLIFEC_W32,"{1.0: 'Very satisfied', 2.0: 'Somewhat satisfied', 3.0: 'Somewhat dissatisfied', 4.0: 'Very dissatisfied', 99.0: 'Refused'}",Please tell us whether you are satisfied or dissatisfied with your personal financial situation.,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
3,3,3,SATLIFED_W32,"{1.0: 'Very satisfied', 2.0: 'Somewhat satisfied', 3.0: 'Somewhat dissatisfied', 4.0: 'Very dissatisfied', 99.0: 'Refused'}",Please tell us whether you are satisfied or dissatisfied with your current job or career.,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
4,4,4,SATLIFEE_W32,"{1.0: 'Very satisfied', 2.0: 'Somewhat satisfied', 3.0: 'Somewhat dissatisfied', 4.0: 'Very dissatisfied', 99.0: 'Refused'}",Please tell us whether you are satisfied or dissatisfied with the quality of life in your local community.,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
5,5,5,SOCTRUST_W32,"{1.0: 'Most people can be trusted', 2.0: ""You can't be too careful in dealing with people"", 99.0: 'Refused'}","Generally speaking, would you say that","['Most people can be trusted', ""You can't be too careful in dealing with people"", 'Refused']","[1.0, 2.0]"
6,6,6,SOCTRUST2_W32,"{1.0: 'Most people can be trusted', 2.0: 'Most people cannot be trusted', 99.0: 'Refused'}","Generally speaking, would you say that","['Most people can be trusted', 'Most people cannot be trusted', 'Refused']","[1.0, 2.0]"
7,7,7,SOCTRUST4_W32,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Generally speaking, would you say you can trust most people","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
8,8,8,SOCTRUST5_W32,"{1.0: 'Most people can be trusted to do the right thing', 2.0: 'Most people cannot be trusted to do the right thing', 99.0: 'Refused'}","Generally speaking, would you say that","['Most people can be trusted to do the right thing', 'Most people cannot be trusted to do the right thing', 'Refused']","[1.0, 2.0]"
9,9,9,COMMYRS_W32,"{1.0: 'Less than 1 year', 2.0: '1-5 years', 3.0: '6-10 years', 4.0: '11-20 years', 5.0: 'More than 20 years', 99.0: 'Refused'}",About how many years have you lived in your local community?,"['Less than 1 year', '1-5 years', '6-10 years', '11-20 years', 'More than 20 years', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]"
10,10,10,COMATTACH_W32,"{1.0: 'Very attached', 2.0: 'Somewhat attached', 3.0: 'Not too attached', 4.0: 'Not at all attached', 99.0: 'Refused'}","In general, how attached do you feel to your local community?","['Very attached', 'Somewhat attached', 'Not too attached', 'Not at all attached', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
11,11,11,FEELA_W32,"{1.0: 'All or most of the time', 2.0: 'Sometimes', 3.0: 'Hardly ever', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you feel lonely or isolated from those around you","['All or most of the time', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
12,12,12,FEELB_W32,"{1.0: 'All or most of the time', 2.0: 'Sometimes', 3.0: 'Hardly ever', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you feel you have people you can turn to for support","['All or most of the time', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
13,13,13,FEELC_W32,"{1.0: 'All or most of the time', 2.0: 'Sometimes', 3.0: 'Hardly ever', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you feel optimistic about your life","['All or most of the time', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
14,14,14,FEELD_W32,"{1.0: 'All or most of the time', 2.0: 'Sometimes', 3.0: 'Hardly ever', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you feel you are too busy to enjoy life","['All or most of the time', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
15,15,15,INC_W32,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}",Do you currently have enough income to lead the kind of life you want?,"['Yes', 'No', 'Refused']","[1.0, 2.0]"
16,16,16,INCFUTURE_W32,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}",Do you think you will have enough income in the future to lead the kind of life you want?,"['Yes', 'No', 'Refused']","[1.0, 2.0]"
17,17,17,COMMIMPA_W32,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not at all important', 99.0: 'Refused'}","How important is it to you, personally, to live in a community with access to art, music and theater","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
18,18,18,COMMIMPB_W32,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not at all important', 99.0: 'Refused'}","How important is it to you, personally, to live in a community that is a good place to raise children","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
19,19,19,COMMIMPC_W32,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not at all important', 99.0: 'Refused'}","How important is it to you, personally, to live in a community that is racially and ethnically diverse","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
