,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
0,0,0,GAP21Q1_W82,"{1.0: 'Very good', 2.0: 'Somewhat good', 3.0: 'Somewhat bad', 4.0: 'Very bad', 99.0: 'Refused'}","Thinking about our economic situation, how would you describe the current economic situation in the US?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
1,1,1,GAP21Q2_W82,"{1.0: 'Better off financially than their parents', 2.0: 'Worse off financially than their parents', 99.0: 'Refused'}","When children today in the US grow up, do you think they will be","['Better off financially than their parents', 'Worse off financially than their parents', 'Refused']","[1.0, 2.0]"
2,2,2,GAP21Q3_W82,"{1.0: 'Very satisfied', 2.0: 'Somewhat satisfied', 3.0: 'Not too satisfied', 4.0: 'Not at all satisfied', 99.0: 'Refused'}",How satisfied are you with the way democracy is working in the US?,"['Very satisfied', 'Somewhat satisfied', 'Not too satisfied', 'Not at all satisfied', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
3,3,3,GAP21Q4_a_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of the United States,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
4,4,4,GAP21Q4_b_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of China,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
5,5,5,GAP21Q4_c_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of Germany,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
6,6,6,GAP21Q4_d_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of the European Union,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
7,7,7,GAP21Q4_e_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of the United Nations,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
8,8,8,GAP21Q4_f_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}","Do you have a favorable or unfavorable opinion of nato, that is, North Atlantic Treaty Organization","['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
9,9,9,GAP21Q5_a_W82,"{1.0: 'Yes, respects personal freedoms', 2.0: 'No, does not respect personal freedoms', 99.0: 'Refused'}",Do you think the government of China respects the personal freedoms of its people?,"['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'Refused']","[1.0, 2.0]"
10,10,10,GAP21Q5_b_W82,"{1.0: 'Yes, respects personal freedoms', 2.0: 'No, does not respect personal freedoms', 99.0: 'Refused'}",Do you think the government of the US respects the personal freedoms of its people?,"['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'Refused']","[1.0, 2.0]"
11,11,11,GAP21Q6_W82,"{1.0: 'Is a good example for other countries to follow', 2.0: 'Used to be a good example, but has not been in recent years', 3.0: 'Has never been a good example for other countries to follow', 99.0: 'Refused'}","Which statement comes closest to your own views, even if neither is exactly right? Democracy in the US","['Is a good example for other countries to follow', 'Used to be a good example, but has not been in recent years', 'Has never been a good example for other countries to follow', 'Refused']","[1.0, 2.0, 3.0]"
12,12,12,GAP21Q7_a_W82,"{1.0: 'Very good', 2.0: 'Somewhat good', 3.0: 'Somewhat bad', 4.0: 'Very bad', 99.0: 'Refused'}",Would you say the US has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
13,13,13,GAP21Q7_b_W82,"{1.0: 'Very good', 2.0: 'Somewhat good', 3.0: 'Somewhat bad', 4.0: 'Very bad', 99.0: 'Refused'}",Would you say China has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
14,14,14,GAP21Q7_c_W82,"{1.0: 'Very good', 2.0: 'Somewhat good', 3.0: 'Somewhat bad', 4.0: 'Very bad', 99.0: 'Refused'}",Would you say the European Union has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
