,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
0,0,0,SAFECRIME_W26,"{1.0: 'Very safe', 2.0: 'Somewhat safe', 3.0: 'Not too safe', 4.0: 'Not at all safe', 99.0: 'Refused'}","How safe, if at all, would you say your local community is from crime? Would you say it is","['Very safe', 'Somewhat safe', 'Not too safe', 'Not at all safe', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
1,1,1,WORLDDANGER_W26,"{1.0: 'We live in a safer world', 2.0: 'We live in a more dangerous world', 3.0: 'The world we live in is neither safer nor more dangerous', 99.0: 'Refused'}","Compared to 50 years ago, do you think","['We live in a safer world', 'We live in a more dangerous world', 'The world we live in is neither safer nor more dangerous', 'Refused']","[1.0, 2.0, 1.5]"
2,2,2,WORRYA_W26,"{1.0: 'Worry a lot', 2.0: 'Worry a little', 3.0: 'Do not worry at all', 99.0: 'Refused'}","How much, if at all, do you worry about the following happening to you? Having your home broken into","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","[1.0, 2.0, 3.0]"
3,3,3,WORRYB_W26,"{1.0: 'Worry a lot', 2.0: 'Worry a little', 3.0: 'Do not worry at all', 99.0: 'Refused'}","How much, if at all, do you worry about the following happening to you? Being the victim of a terrorist attack","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","[1.0, 2.0, 3.0]"
4,4,4,WORRYC_W26,"{1.0: 'Worry a lot', 2.0: 'Worry a little', 3.0: 'Do not worry at all', 99.0: 'Refused'}","How much, if at all, do you worry about the following happening to you? Losing your job","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","[1.0, 2.0, 3.0]"
5,5,5,WORRYD_W26,"{1.0: 'Worry a lot', 2.0: 'Worry a little', 3.0: 'Do not worry at all', 99.0: 'Refused'}","How much, if at all, do you worry about the following happening to you? Not being able to pay your bills","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","[1.0, 2.0, 3.0]"
6,6,6,WORRYE_W26,"{1.0: 'Worry a lot', 2.0: 'Worry a little', 3.0: 'Do not worry at all', 99.0: 'Refused'}","How much, if at all, do you worry about the following happening to you? Being the victim of a violent crime","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","[1.0, 2.0, 3.0]"
7,7,7,WORRYF_W26,"{1.0: 'Worry a lot', 2.0: 'Worry a little', 3.0: 'Do not worry at all', 99.0: 'Refused'}","How much, if at all, do you worry about the following happening to you? Being the victim of a mass shooting","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","[1.0, 2.0, 3.0]"
8,8,8,WORRYG_W26,"{1.0: 'Worry a lot', 2.0: 'Worry a little', 3.0: 'Do not worry at all', 99.0: 'Refused'}","How much, if at all, do you worry about the following happening to you? Having a personal health crisis","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","[1.0, 2.0, 3.0]"
9,9,9,GUN_W26,"{1.0: 'Yes, I own a gun', 2.0: ""No, I don't own any guns"", 99.0: 'Refused'}","Do you personally own any guns (not including air guns, such as paintball, BB or pellet guns)?","['Yes, I own a gun', ""No, I don't own any guns"", 'Refused']","[1.0, 2.0]"
10,10,10,GUN1_W26,"{1.0: 'Yes, someone else in my household owns a gun', 2.0: 'No, no one else in my household owns a gun', 99.0: 'Refused'}","Does anyone else in your household own any guns (not including air guns, such as paintball, BB or pellet guns)?","['Yes, someone else in my household owns a gun', 'No, no one else in my household owns a gun', 'Refused']","[1.0, 2.0]"
11,11,11,EVEROWN_W26,"{1.0: 'Yes, have owned a gun', 2.0: 'No, have never owned a gun', 99.0: 'Refused'}","Have you ever owned a gun at any point in your life, or have you never owned a gun?","['Yes, have owned a gun', 'No, have never owned a gun', 'Refused']","[1.0, 2.0]"
12,12,12,NEVEROWN_W26,"{1.0: 'I could never see myself not owning a gun', 2.0: 'I could see myself not owning a gun at some point in the future', 99.0: 'Refused'}",Which best describes you?,"['I could never see myself not owning a gun', 'I could see myself not owning a gun at some point in the future', 'Refused']","[1.0, 2.0]"
13,13,13,GUNTYPEOWNC_W26,"{1.0: 'Yes, I currently own', 2.0: 'Yes, I have owned in the past but do not currently own', 3.0: 'No, I have never owned', 99.0: 'Refused'}",Do you currently or have you ever owned a shotgun?,"['Yes, I currently own', 'Yes, I have owned in the past but do not currently own', 'No, I have never owned', 'Refused']","[1.0, 2.0, 3.0]"
14,14,14,EVERSHOT_W26,"{1.0: 'Yes, I have fired a gun', 2.0: 'No, I have never fired a gun', 99.0: 'Refused'}","Regardless of whether or not you own a gun, have you ever fired a gun?","['Yes, I have fired a gun', 'No, I have never fired a gun', 'Refused']","[1.0, 2.0]"
15,15,15,REASONGUNA_W26,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For protection","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
16,16,16,REASONGUNB_W26,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For hunting","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
17,17,17,REASONGUNC_W26,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For sport shooting, including target shooting and trap and skeet","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
18,18,18,REASONGUND_W26,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. As part of a gun collection","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
