,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
0,0,0,HAPPYLIFE_W36,"{1.0: 'Very happy', 2.0: 'Pretty happy', 3.0: 'Not too happy', 99.0: 'Refused'}","Generally, how would you say things are these days in your life? Would you say that you are","['Very happy', 'Pretty happy', 'Not too happy', 'Refused']","[1.0, 2.0, 3.0]"
1,1,1,ESSENPOLF1A_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
2,2,2,ESSENPOLF1B_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
3,3,3,ESSENPOLF1C_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to be able to work out compromises?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
4,4,4,ESSENPOLF1D_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to work well under pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
5,5,5,ESSENPOLF1E_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to be willing to take risks?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
6,6,6,ESSENPOLF1F_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to stand up for what they believe in, despite political pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
7,7,7,ESSENPOLF1G_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to be persuasive?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
8,8,8,ESSENPOLF1H_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
9,9,9,ESSENPOLF1I_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to serve as a role model for children?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
10,10,10,ESSENBIZF2A_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
11,11,11,ESSENBIZF2B_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to be compassionate and empathetic?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
12,12,12,ESSENBIZF2C_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to be able to work out compromises?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
13,13,13,ESSENBIZF2D_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to work well under pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
14,14,14,ESSENBIZF2E_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
15,15,15,ESSENBIZF2F_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to value people from different backgrounds?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
16,16,16,ESSENBIZF2G_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to provide fair pay and good benefits?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
17,17,17,ESSENBIZF2H_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to negotiate profitable deals?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
18,18,18,ESSENBIZF2I_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to consider the impact of business decisions on society?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
19,19,19,ESSENBIZF2J_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
20,20,20,ESSENBIZF2K_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to create a safe and respectful workplace?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
21,21,21,ESSENBIZF2L_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to stand up for what they believe in, despite pressure to make a profit?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]"
22,22,22,STYLE1_W36,"{1.0: 'Men and women are basically similar', 2.0: 'Men and women are basically different', 99.0: 'Refused'}","Next, please think about the leadership styles of people in top positions in business and politics. In general, when it comes to their approach to leadership, do you think that","['Men and women are basically similar', 'Men and women are basically different', 'Refused']","[1.0, 2.0]"
23,23,23,STYLE2_W36,"{1.0: 'Women generally have a better approach', 2.0: 'Men generally have a better approach', 3.0: 'Neither is better', 99.0: 'Refused'}","Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, would you say","['Women generally have a better approach', 'Men generally have a better approach', 'Neither is better', 'Refused']","[1.0, 2.0, 1.5]"
24,24,24,AMNTWMNPF1_W36,"{1.0: 'Too many women in high political offices', 2.0: 'Too few women in high political offices', 3.0: 'About the right number of women in high political offices', 99.0: 'Refused'}","Thinking about the country today, would you say there are","['Too many women in high political offices', 'Too few women in high political offices', 'About the right number of women in high political offices', 'Refused']","[1.0, 2.0, 1.5]"
25,25,25,AMNTWMNP2F1_W36,"{1.0: 'Having more women than there are now but still not as many women as men', 2.0: 'Having about an equal number of women and men', 3.0: 'Having more women than men', 99.0: 'Refused'}",What do you think would be the ideal situation when it comes to the number of women in high political office?,"['Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men', 'Having more women than men', 'Refused']","[1.0, 2.0, 3.0]"
26,26,26,AMNTWMNBF1_W36,"{1.0: 'Too many women in top executive business positions', 2.0: 'Too few women in top executive business positions', 3.0: 'About the right number of women in top executive business positions', 99.0: 'Refused'}","Thinking about the country today, would you say there are","['Too many women in top executive business positions', 'Too few women in top executive business positions', 'About the right number of women in top executive business positions', 'Refused']","[1.0, 2.0, 1.5]"
27,27,27,AMNTWMNB2F1_W36,"{1.0: 'Having more women than there are now but still not as many women as men', 2.0: 'Having about an equal number of women and men', 3.0: 'Having more women than men', 99.0: 'Refused'}",What do you think would be the ideal situation when it comes to the number of women in top executive business positions?,"['Having more women than there are now but still not as many women as men', 'Having about an equal number of women and men', 'Having more women than men', 'Refused']","[1.0, 2.0, 3.0]"
28,28,28,EASIERBIZF2_W36,"{1.0: 'Easier for men to get these positions', 2.0: 'Easier for women to get these positions', 3.0: 'Not much difference', 99.0: 'Refused'}","Thinking about top executive positions in business these days, would you say it is generally","['Easier for men to get these positions', 'Easier for women to get these positions', 'Not much difference', 'Refused']","[1.0, 2.0, 1.5]"
29,29,29,EASIERPOLF2_W36,"{1.0: 'Easier for men to get elected to high political offices', 2.0: 'Easier for women to get elected to high political offices', 3.0: 'Not much difference', 99.0: 'Refused'}","Thinking about high political offices these days, would you say it is generally","['Easier for men to get elected to high political offices', 'Easier for women to get elected to high political offices', 'Not much difference', 'Refused']","[1.0, 2.0, 1.5]"
30,30,30,EQUALPOLF2_W36,"{1.0: 'As more women run for office, it is only a matter of time before there are as many women as men in high political office', 2.0: 'Even as more women run for office, men will continue to hold more high political offices in the future', 99.0: 'Refused'}","Which of these two statements comes closer to your own view, even if neither is exactly right?","['As more women run for office, it is only a matter of time before there are as many women as men in high political office', 'Even as more women run for office, men will continue to hold more high political offices in the future', 'Refused']","[1.0, 2.0]"
31,31,31,EQUALBIZF2_W36,"{1.0: 'As more women move into management roles, it is only a matter of time before there are as many women as men in top execu', 2.0: 'Even as more women move into management roles, men will continue to hold more top executive positions in business in the', 99.0: 'Refused'}","Which of these two statements comes closer to your own view, even if neither is exactly right?","['As more women move into management roles, it is only a matter of time before there are as many women as men in top execu', 'Even as more women move into management roles, men will continue to hold more top executive positions in business in the', 'Refused']","[1.0, 2.0]"
32,32,32,IMPROVE1_W36,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for women?","['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
33,33,33,IMPROVE2_W36,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for men?","['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
34,34,34,IMPROVE3_W36,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for all Americans?","['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
35,35,35,WHYNOTPOLF1A_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Many Americans aren't ready to elect a woman to higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
36,36,36,WHYNOTPOLF1B_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women in politics face gender discrimination,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
37,37,37,WHYNOTPOLF1C_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Family responsibilities make it harder for women to run for higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
38,38,38,WHYNOTPOLF1D_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't tough enough for politics,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
39,39,39,WHYNOTPOLF1E_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Fewer women have the experience required for higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
40,40,40,WHYNOTPOLF1F_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women get less support from party leaders,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
41,41,41,WHYNOTPOLF1G_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office are held to higher standards than men,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
42,42,42,WHYNOTPOLF1H_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office have to more to prove themselves than men,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
43,43,43,WHYNOTPOLF1I_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Not as many women are interested in holding higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
